Italy
-,FW,Knut Hansson,9 May 1911 (aged 27),4,Landskrona BoIS
-,MF,Sven Jacobsson,17 April 1914 (aged 24),2,GAIS Göteborg
-,FW,Sven Jonasson,9 July 1909 (aged 28),28,IF Elfsborg Borås
-,DF,Olle Källgren,7 September 1907 (aged 30),6,Sandvikens IF
-,FW,Tore Keller,4 January 1905 (aged 33),22,IK Sleipner Norrköping
-,MF,Arne Linderholm,22 February 1916 (aged 22),0,IK Sleipner Norrköping
-,DF,Erik Nilsson,6 August 1916 (aged 21),0,Malmö FF
-,DF,Harry Nilsson,5 January 1916 (aged 22),0,Landskrona BoIS
-,FW,Arne Nyberg,20 June 1913 (aged 24),2,IFK Göteborg
-,FW,Erik Persson,19 November 1909 (aged 28),27,AIK
-,GK,Gustav Sjöberg,23 March 1913 (aged 25),7,AIK
-,MF,Kurt Svanström,24 March 1915 (aged 23),4,Örgryte IS Göteborg
-,FW,Sven Unger,,,IK Sleipner Norrköping
-,FW,Gustav Wetterström,15 October 1911 (aged 26),4,IK Sleipner Norrköping
-,FW,Gustav Wetterström,15 October 1911 (aged 26),4,IK Sleipner Norrköping
Czechoslovakia
No.,Pos.,Player,Date of birth (age),Caps,Club
-,MF,Jaroslav Bouček,13 November 1912 (aged 25),22,AC Sparta Prague
-,FW,Vojtěch Bradáč,6 October 1913 (aged 24),7,SK Slavia Prague
-,DF,Jaroslav Burgr,7 March 1906 (aged 32),51,AC Sparta Prague
-,GK,Karel Burkert,1 December 1909 (aged 28),1,SK Židenice
-,DF,Karel Černý,1 February 1910 (aged 28),,SK Slavia Prague
-,DF,Ferdinand Daučík,30 May 1910 (aged 28),10,SK Slavia Prague
-,FW,Václav Horák,27 September 1912 (aged 25),9,SK Slavia Prague
-,MF,Karel Kolský,21 September 1914 (aged 23),10,AC Sparta Prague
-,MF,Vlastimil Kopecký,14 October 1912 (aged 25),13,SK Slavia Prague
-,MF,Josef Košťálek,31 August 1909 (aged 28),36,AC Sparta Prague
-,FW,Arnošt Kreuz,14 March 1910 (aged 28),2,SK Pardubice
-,FW,Josef Ludl,3 June 1916 (aged 22),3,Viktoria Žižkov
-,FW,Oldřich Nejedlý,26 December 1909 (aged 28),38,AC Sparta Prague
-,MF,Otakar Nožíř,12 March 1917 (aged 21),0,SK Slavia Prague
-,DF,Josef Orth,,,ŠK Slovan Bratislava
-,GK,František Plánička,2 June 1904 (aged 34),71,SK Slavia Prague
-,FW,Antonín Puč,16 May 1907 (aged 31),59,SK Slavia Prague
-,FW,Jan Říha,11 November 1915 (aged 22),9,AC Sparta Prague
-,FW,Oldřich Rulc,28 March 1911 (aged 27),15,SK Židenice
-,FW,Karel Senecký,17 March 1919 (aged 19),2,AC Sparta Prague
-,FW,Ladislav Šimůnek,4 October 1916 (aged 21),2,SK Slavia Prague
-,FW,Josef Zeman,23 January 1915 (aged 23),3,AC Sparta Prague
-,FW,Josef Zeman,23 January 1915 (aged 23),3,AC Sparta Prague
Switzerland
No.,Pos.,Player,Date of birth (age),Caps,Club
-,FW,André Abegglen,7 March 1909 (aged 29),,FC Sochaux-Montbéliard
-,FW,Georges Aeby,10 September 1910 (aged 27),,Servette
-,FW,Paul Aeby,10 September 1910 (aged 27),,Young Boys Bern
-,FW,Lauro Amadò,14 March 1912 (aged 26),,FC Lugano
-,GK,Erwin Ballabio,20 October 1918 (aged 19),,FC Grenchen
-,FW,Alfred Bickel,2 May 1918 (aged 20),,Grasshopper Club Zürich
-,GK,Renato Bizzozero,7 September 1912 (aged 25),,FC Lugano
-,FW,Alessandro Frigerio,15 November 1914 (aged 23),10,Le Havre AC
-,FW,Tullio Grassi,5 February 1910 (aged 28),,FC Lugano
-,MF,Albert Guinchard,10 November 1914 (aged 23),,Servette
-,GK,Willy Huber,17 December 1913 (aged 24),,Grasshopper Club Zürich
-,FW,Leopold Kielholz,9 June 1911 (aged 26),,SC YF Juventus
-,DF,August Lehmann,26 January 1909 (aged 29),,Grasshopper Club Zürich
-,MF,Ernst Lörtscher,15 March 1913 (aged 25),,Servette
-,DF,Severino Minelli,6 September 1909 (aged 28),,Grasshopper Club Zürich
-,MF,Oscar Rauch,,,Grasshopper Club Zürich
-,FW,Eugen Rupf,,,Grasshopper Club Zürich
-,MF,Hermann Springer,4 December 1908 (aged 29),,Grasshopper Club Zürich
-,DF,Adolf Stelzer,1 September 1908 (aged 29),,Lausanne Sports
-,MF,Sirio Vernati,12 May 1907 (aged 31),,Grasshopper Club Zürich
-,FW,Fritz Wagner,,,Grasshopper Club Zürich
-,FW,Eugen Walaschek,20 June 1916 (aged 21),,Servette
-,FW,Eugen Walaschek,20 June 1916 (aged 21),,Servette
Cuba
No.,Pos.,Player,Date of birth (age),Caps,Club
-,FW,Juan Alonzo,1911,,Centro Gallego
-,MF,Joaquín Arias,12 November 1914 (aged 23),,Juventud Asturiana
-,GK,Juan Ayra,23 June 1911 (aged 26),,Hispano America
-,DF,Jacinto Barquín,3 September 1915 (aged 22),,Juventud Aturiana
-,MF,Pedro Bergés,1906,,Iberia Havana
-,GK,Benito Carvajales,25 July 1913 (aged 24),,Centro Gallego
-,DF,Manuel Chorens,22 January 1916 (aged 22),,CD Centro Gallego
-,FW,Tomás Fernández,1915,,CD Centro Gallego
-,FW,Pedro Ferrer,1908,,Iberia Havana
-,FW,José Magriñá,14 December 1917 (aged 20),,CD Centro Gallego
*,FW,Carlos Oliveira,,,Hispano America
-,MF,José Antonio Rodríguez,,,CD Centro Gallego
-,FW,Héctor Socorro,26 June 1912 (aged 25),,Iberia Habana
-,FW,Mario Sosa,1910,,Iberia Havana
-,FW,Juan Tuñas,17 July 1917 (aged 20),,Centro Gallego
-,FW,Pedro Ferrer,1908,,Iberia Havana
-,FW,José Magriñá,14 December 1917 (aged 20),,CD Centro Gallego
*,FW,Carlos Oliveira,,,Hispano America
-,MF,José Antonio Rodríguez,,,CD Centro Gallego
-,FW,Héctor Socorro,26 June 1912 (aged 25),,Iberia Habana
-,FW,Mario Sosa,1910,,Iberia Havana
-,FW,Juan Tuñas,17 July 1917 (aged 20),,Centro Gallego
-,FW,Juan Tuñas,17 July 1917 (aged 20),,Centro Gallego
France
No.,Pos.,Player,Date of birth (age),Caps,Club
-,FW,Alfred Aston,16 May 1912 (aged 26),15,Red Star Olympique
-,MF,Jean Bastien,21 June 1915 (aged 22),0,Olympique de Marseille
-,DF,Abdelkader Ben Bouali,25 October 1912 (aged 25),1,Olympique de Marseille
-,MF,François Bourbotte,24 February 1913 (aged 25),9,SC Fives
-,FW,Michel Brusseaux,19 March 1913 (aged 25),1,FC Sète
-,DF,Hector Cazenave,13 April 1914 (aged 24),6,FC Sochaux-Montbéliard
-,FW,Roger Courtois,30 May 1912 (aged 26),19,FC Sochaux-Montbéliard
-,GK,Julien Darui,16 February 1916 (aged 22),0,Olympique Lillois
-,FW,Edmond Delfour,1 November 1907 (aged 30),39,RC Roubaix
-,GK,Laurent Di Lorto,1 January 1909 (aged 29),9,FC Sochaux-Montbéliard
-,MF,Raoul Diagne,10 November 1910 (aged 27),11,RC Paris
-,FW,Oscar Heisserer,18 July 1914 (aged 23),6,RC Strasbourg
-,MF,Lucien Jasseron,29 December 1913 (aged 24),0,Le Havre AC
-,MF,Auguste Jordan,21 February 1909 (aged 29),3,RC Paris
-,FW,Ignace Kowalczyk,27 December 1913 (aged 24),5,FC Metz
-,GK,René Llense,14 July 1913 (aged 24),9,FC Sète
-,DF,Étienne Mattler,25 December 1905 (aged 32),38,FC Sochaux-Montbéliard
-,FW,Jean Nicolas,9 June 1913 (aged 24),22,FC Rouen
-,DF,Martin Povolny,19 July 1914 (aged 23),0,Le Havre AC
-,DF,Jules Vandooren,30 December 1908 (aged 29),14,Olympique Lillois
-,FW,Émile Veinante,12 June 1907 (aged 30),18,RC Paris
-,FW,Mario Zatelli,21 December 1912 (aged 25),0,Olympique de Marseille
-,FW,Mario Zatelli,21 December 1912 (aged 25),0,Olympique de Marseille
Romania
No.,Pos.,Player,Date of birth (age),Caps,Club
-,FW,Iuliu Baratky,14 May 1910 (aged 28),10,Rapid Bucureşti
-,MF,Andrei Bărbulescu,25 March 1917 (aged 21),2,Venus Bucureşti
-,FW,Silviu Bindea,24 October 1912 (aged 25),18,Ripensia Timişoara
-,FW,Iuliu Bodola,26 February 1912 (aged 26),39,Venus Bucureşti
-,FW,Ion Bogdan,6 March 1915 (aged 23),1,Rapid Bucureşti
-,MF,Gheorghe Brandabura,23 February 1913 (aged 25),4,Juventus Bucureşti
-,DF,Rudolf Bürger,31 October 1908 (aged 29),27,Ripensia Timişoara
-,DF,Vasile Chiroiu,13 August 1910 (aged 27),5,Ripensia Timişoara
-,MF,Vintilă Cossini,21 November 1913 (aged 24),12,Rapid Bucureşti
-,GK,Mircea David,16 October 1914 (aged 23),4,Venus Bucureşti
-,FW,Ştefan Dobay,26 September 1909 (aged 28),33,Ripensia Timişoara
-,MF,Stefan Dobra,,-,Gloria Arad
-,DF,Iacob Felecan,1914,4,Victoria Cluj
-,FW,Nicolae Kovács,29 October 1911 (aged 26),35,CAO Oradea
-,FW,Ioachim Moldoveanu,17 August 1913 (aged 24),3,Rapid Bucureşti
-,FW,Miklós Nagy,,0,Crişana Oradea
-,GK,Dumitru Pavlovici,26 April 1912 (aged 26),8,Ripensia Timişoara
-,FW,Gyula Prassler,1916,1,AMEF Arad
-,MF,Gheorghe Rasinaru,10 February 1915 (aged 23),1,Rapid Bucureşti
-,MF,Ladislau Raffinsky,23 April 1905 (aged 33),18,Rapid Bucureşti
-,GK,Róbert Szádowsky,16 August 1914 (aged 23),1,AMEF Arad
-,DF,Lazăr Sfera,29 April 1909 (aged 29),5,Venus Bucureşti
-,DF,Lazăr Sfera,29 April 1909 (aged 29),5,Venus Bucureşti
Germany
No.,Pos.,Player,Date of birth (age),Caps,Club
-,GK,Fritz Buchloh,26 November 1909 (aged 28),17,VfB Speldorf
-,FW,Josef Gauchel,11 September 1916 (aged 21),6,TuS Koblenz-Neuendorf
-,FW,Rudolf Gellesch,1 May 1914 (aged 24),14,FC Schalke 04
-,DF,Ludwig Goldbrunner,5 March 1908 (aged 30),31,FC Bayern Munchen
-,FW,Wilhelm Hahnemann*,14 April 1914 (aged 24),0,Admira Wien*
-,GK,Hans Jakob,16 June 1908 (aged 29),35,Jahn Regensburg
-,DF,Paul Janes,10 March 1912 (aged 26),34,Fortuna Düsseldorf
-,MF,Albin Kitzinger,1 February 1912 (aged 26),18,1. FC Schweinfurt 05
-,MF,Andreas Kupfer,7 May 1914 (aged 24),10,1. FC Schweinfurt 05
-,FW,Ernst Lehner,7 November 1912 (aged 25),39,Schwaben Augsburg
-,MF,Hans Mock*,9 December 1906 (aged 31),0,SC Ostmark Wien**
-,DF,Reinhold Münzenberg,25 January 1909 (aged 29),39,Alemannia Aachen
-,FW,Leopold Neumer*,8 February 1919 (aged 19),0,SC Ostmark Wien*
-,FW,Hans Pesser*,7 November 1911 (aged 26),1,Rapid Wien*
-,GK,Rudolf Raftl*,7 February 1911 (aged 27),0,Rapid Wien*
-,DF,Willibald Schmaus*,16 June 1911 (aged 26),0,First Vienna*
-,FW,Otto Siffling,3 August 1912 (aged 25),31,Waldhof Mannheim
-,MF,Stefan Skoumal*,29 November 1909 (aged 28),0,Rapid Wien*
-,DF,Jakob Streitle,11 December 1916 (aged 21),0,FC Bayern Munchen
-,FW,Josef Stroh*,5 March 1913 (aged 25),0,SC Ostmark Wien*
-,FW,Fritz Szepan,2 September 1907 (aged 30),30,FC Schalke 04
-,MF,Franz Wagner*,23 September 1911 (aged 26),0,Rapid Wien*
-,MF,Franz Wagner*,23 September 1911 (aged 26),0,Rapid Wien*
Poland
No.,Pos.,Player,Date of birth (age),Caps,Club
-,FW,Stanisław Baran,26 April 1920 (aged 18),0,Warszawianka Warszawa
-,GK,Walter Brom,14 February 1921 (aged 17),0,Ruch Chorzów
-,FW,Ewald Cebula,22 March 1917 (aged 21),0,Śląsk Świętochłowice
-,MF,Ewald Dytko,18 October 1914 (aged 23),16,Dąb Katowice
-,DF,Antoni Gałecki,4 June 1906 (aged 32),16,ŁKS Łódź
-,DF,Edmund Giemsa,16 October 1912 (aged 25),6,Ruch Chorzów
-,MF,Wilhelm Góra,18 January 1916 (aged 22),8,Cracovia
-,FW,Bolesław Habowski,13 September 1914 (aged 23),1,Wisła Kraków
-,FW,Józef Korbas,11 November 1914 (aged 23),1,Cracovia
-,MF,Kazimierz Lis,9 April 1910 (aged 28),0,Warta Poznań
-,FW,Antoni Łyko,27 May 1907 (aged 31),1,Wisła Kraków
-,GK,Edward Madejski,11 August 1914 (aged 23),6,Wisła Kraków
-,MF,Erwin Nyc,24 May 1914 (aged 24),4,Polonia Warszawa
-,FW,Leonard Piatek,3 October 1913 (aged 24),9,AKS Chorzów
-,FW,Ryszard Piec,17 August 1913 (aged 24),18,Naprzód Lipiny
-,MF,Wilhelm Piec,7 January 1915 (aged 23),3,Naprzód Lipiny
-,FW,Fryderyk Scherfke,7 September 1909 (aged 28),12,Warta Poznań
-,DF,Władysław Szczepaniak,19 May 1910 (aged 28),22,Polonia Warszawa
-,DF,Edmund Twórz,1914,2,Warta Poznań
-,MF,Jan Wasiewicz,6 January 1911 (aged 27),14,Pogoń Lwów
-,FW,Ernst Wilimowski,23 June 1916 (aged 21),14,Ruch Chorzów
-,FW,Gerard Wodarz,10 August 1913 (aged 24),24,Ruch Chorzów
-,FW,Gerard Wodarz,10 August 1913 (aged 24),24,Ruch Chorzów
Norway
No.,Pos.,Player,Date of birth (age),Caps,Club
-,FW,Arne Brustad,14 April 1912 (aged 26),19,Lyn
-,FW,Knut Brynildsen,23 July 1917 (aged 20),1,Fredrikstad
-,DF,Nils Eriksen,5 March 1911 (aged 27),34,Odd
-,FW,Odd Frantzen,20 January 1913 (aged 25),14,Hardy
-,MF,Kristian Henriksen,3 March 1911 (aged 27),12,Lyn
-,MF,Rolf Holmberg,24 August 1914 (aged 23),18,Odd
-,DF,Øivind Holmsen,28 April 1912 (aged 26),22,Lyn
-,FW,Arne Ileby,2 December 1913 (aged 24),0,Fredrikstad
-,FW,Magnar Isaksen,13 October 1910 (aged 27),12,Lyn
-,DF,Rolf Johannessen,15 March 1910 (aged 28),11,Fredrikstad
-,GK,Henry Johansen,21 July 1904 (aged 33),44,Vålerengen
-,DF,Jørgen Juve,22 November 1906 (aged 31),45,Lyn
-,FW,Reidar Kvammen,23 July 1914 (aged 23),29,Viking
-,GK,Sverre Nordby,13 March 1910 (aged 28),2,Mjøndalen
-,DF,Roald Amundsen*,18 September 1913 (aged 24),0,Mjøndalen
-,DF,Oddmund Andersen*,21 December 1915 (aged 22),1,Mjøndalen
-,MF,Gunnar Andreassen*,5 January 1913 (aged 25),0,Fredrikstad
-,FW,Hjalmar Andresen*,18 July 1914 (aged 23),0,Sarpsborg
-,MF,Sigurd Hansen*,,0,Fram Larvik
-,GK,Anker Kihle*,19 April 1917 (aged 21),0,Storm
-,FW,Alf Martinsen*,29 December 1911 (aged 26),17,Lillestrøm
-,MF,Sverre Berglie*,21 October 1910 (aged 27),0,Drafn
-,MF,Sverre Berglie*,21 October 1910 (aged 27),0,Drafn
Belgium
No.,Pos.,Player,Date of birth (age),Caps,Club
-,GK,Arnold Badjou,26 June 1909 (aged 28),29,Daring Club de Bruxelles Societe Royale
-,GK,Robert Braet,11 February 1912 (aged 26),14,Cercle Brugge
-,FW,Raymond Braine,28 April 1907 (aged 31),47,Royal Beerschot AC
-,FW,Fernand Buyle,3 March 1918 (aged 20),10,Daring Club de Bruxelles Societe Royale
-,FW,Jean Capelle,26 October 1913 (aged 24),30,Royal Standard Club Liège
-,FW,Arthur Ceuleers,28 February 1916 (aged 22),4,Royal Beerschot AC
-,MF,Pierre Dalem,16 March 1912 (aged 26),22,Royal Standard Club Liège
-,MF,Alfons De Winter,12 September 1908 (aged 29),18,Royal Beerschot AC
-,FW,Jean Fievez,30 November 1910 (aged 27),4,White Star Brüssel
-,DF,Frans Gommers,5 April 1917 (aged 21),1,Royal Beerschot AC
-,MF,Paul Henry,6 September 1912 (aged 25),1,Daring Club de Bruxelles Societe Royale
-,FW,Henri Isemborghs,30 January 1914 (aged 24),11,Royal Beerschot AC
-,FW,Joseph Nelis,1 April 1917 (aged 21),2,Berchem Sport
-,DF,Robert Paverick,29 November 1912 (aged 25),26,Royal Antwerp FC
-,DF,Jean Petit,25 February 1914 (aged 24),4,Royal Standard Club Liege
-,DF,Corneel Seys,12 February 1912 (aged 26),1,Royal Beerschot AC
-,DF,Philibert Smellinckx,17 January 1911 (aged 27),19,Union Royale Saint-Gilloise
-,MF,Émile Stijnen,2 November 1907 (aged 30),25,Royal Olympic Club de Charleroi
-,MF,John Van Alphen,17 June 1914 (aged 23),4,Royal Beerschot AC
-,FW,Charles Vanden Wouwer,7 September 1916 (aged 21),5,Royal Beerschot AC
-,GK,André Vandeweyer,21 June 1909 (aged 28),5,Union Royale Saint-Gilloise
-,FW,Bernard Voorhoof,10 May 1910 (aged 28),54,KSK Liersche
-,FW,Bernard Voorhoof,10 May 1910 (aged 28),54,KSK Liersche
Netherlands
No.,Pos.,Player,Date of birth (age),Caps,Club
-,MF,Wim Anderiesen,27 November 1903 (aged 34),40,Ajax Amsterdam
-,DF,Dick Been,2 July 1909 (aged 28),0,Ajax Amsterdam
-,DF,Bertus Caldenhove,19 January 1914 (aged 24),18,DWS
-,FW,Piet de Boer,10 October 1919 (aged 18),1,KFC
-,FW,Bertus de Harder,14 January 1920 (aged 18),1,VUC Den Haag
-,FW,Arie de Winter,27 October 1913 (aged 24),0,HFC Haarlem
-,FW,Daaf Drok,23 May 1914 (aged 24),7,RFC Rotterdam
-,MF,Frans Hogenbirk,18 March 1919 (aged 19),0,Be Quick 1887
-,GK,Niek Michel,30 September 1912 (aged 25),0,VSV Velsen
-,FW,Klaas Ooms,9 June 1916 (aged 21),0,DWB
-,MF,Bas Paauwe,4 October 1911 (aged 26),21,SC Feyenoord Rotterdam
-,MF,Rene Pijpers,15 September 1917 (aged 20),0,RFC Roermond
-,DF,Hendrikus Plenter,23 June 1913 (aged 24),0,Be Quick 1887
-,FW,Piet Punt,6 February 1909 (aged 29),1,DFC Dordrecht
-,FW,Kick Smit,3 November 1911 (aged 26),21,HFC Haarlem
-,FW,Frans van der Veen,25 March 1918 (aged 20),1,Heracles Almelo
-,MF,Puck van Heel,21 January 1904 (aged 34),62,SC Feyenoord Rotterdam
-,GK,Adri van Male,7 October 1910 (aged 27),9,SC Feyenoord Rotterdam
-,FW,Henk van Spaandonck,25 June 1913 (aged 24),7,Neptunus Rotterdam
-,FW,Leen Vente,14 May 1911 (aged 27),14,Neptunus Rotterdam
-,DF,Mauk Weber,1 March 1914 (aged 24),25,ADO Den Haag
-,FW,Frank Wels,21 February 1909 (aged 29),35,Unitas Gorinchem
-,FW,Frank Wels,21 February 1909 (aged 29),35,Unitas Gorinchem
Dutch East Indies
No.,Pos.,Player,Date of birth (age),Caps,Club
-,MF,Sutan Anwar,21 March 1914 (aged 24),0,VIOS Batavia
-,GK,Van Beusekom L.N.,,,Hercules Batavia
-,MF,Gerrit Faulhaber,,,Go Ahead Semarang
-,DF,Jan Harting,,,HBS Soerabaja
-,DF,Frans G. Hu Kon,1917,0,Sparta Bandung
-,MF,Frans Alfred Meeng,18 January 1910 (aged 28),2,SVBB Batavia
-,MF,Achmad Nawir,1911,1,HBS Soerabaja
-,FW,"Isaak Tjaak Pattiwael",23 February 1914 (aged 24),0,Jong Ambon Batavia
-,DF,Jack Samuels,1912,0,Excelsior Soerabaja
-,FW,Suvarte Soedarmadji,6 December 1915 (aged 22),0,HBS Soerabaja
-,FW,M.J. Hans Taihuttu,1909,0,Jong Ambon Batavia
-,FW,Tan Hong Djien,12 January 1916 (aged 22),3,Tiong Hoa Soerabaja
-,GK,"Tan Bing Mo Heng",28 February 1913 (aged 25),0,HCTNH Soerabaja
-,FW,Tan See Han,,0,Gie Hoo Soerabaja
-,FW,Rudi Telwe,,0,HBS Soerabaja
-,MF,G. Van Den Burgh,,0,SVV Semarang
-,FW,"Hendrikus V. Henk Zomers",,0,Hercules Batavia
-,GK,"Tan Bing Mo Heng",28 February 1913 (aged 25),0,HCTNH Soerabaja
-,FW,Tan See Han,,0,Gie Hoo Soerabaja
-,FW,Rudi Telwe,,0,HBS Soerabaja
-,MF,G. Van Den Burgh,,0,SVV Semarang
-,FW,"Hendrikus V. Henk Zomers",,0,Hercules Batavia
-,FW,"Hendrikus V. Henk Zomers",,0,Hercules Batavia
