Player,Goals,1978,1998,2006,2014,2018
Sohrab Bakhtiarizadeh,1,,,1,,
Iraj Danaeifard,1,1,,,,
Hamid Estili,1,,1,,,
Reza Ghoochannejhad,1,,,,1,
Yahya Golmohammadi,1,,,1,,
Mehdi Mahdavikia,1,,1,,,
Hassan Rowshan,1,1,,,,
Own goals,1,,,,,1
Total,8,2,2,2,1,1
