Player,Goals,1962,1966,1970,1974,1986,1994,1998
Hristo Stoichkov,6,,,,,,6,
Hristo Bonev,2,,,1,1,,,
Yordan Letchkov,2,,,,,,2,
Nasko Sirakov,2,,,,,1,1,
Georgi Asparuhov,1,,1,,,,,
Daniel Borimirov,1,,,,,,1,
Dinko Dermendzhiev,1,,,1,,,,
Plamen Getov,1,,,,,1,,
Todor Kolev,1,,,1,,,,
Emil Kostadinov,1,,,,,,,1
Asparuh Nikodimov,1,,,1,,,,
Georgi Sokolov,1,1,,,,,,
Dobromir Zhechev,1,,,1,,,,
Own goals,1,,,,1,,,
Total,22,1,1,5,2,2,10,1
