Player,Goals,1998,2002,2006,2014,2018
Davor _uker,6,6,,,,
Mario Mand_uki_,3,,,,2,1
Ivan Peri_i_,3,,,,2,1
Luka Modri_,2,,,,,2
Ivica Oli_,2,,1,,1,
Robert Prosine_ki,2,2,,,,
Milan Badelj,1,,,,,1
Robert Jarni,1,1,,,,
Niko Kova_,1,,,1,,
Andrej Kramari_,1,,,,,1
Ivan Rakiti_,1,,,,,1
Milan Rapai_,1,,1,,,
Ante Rebi_,1,,,,,1
Darijo Srna,1,,,1,,
Mario Stani_,1,1,,,,
Domagoj Vida,1,,,,,1
Goran Vlaovi_,1,1,,,,
Own goals,2,,,,1,1
Total,31,11,2,2,6,10
