Player,Goals,1978,1998,2002,2006,2018
Raouf Bouzaiene,1,,,1,,
Mokhtar Dhouib,1,1,,,,
Néjib Ghommidh,1,1,,,,
Radhi Jaïdi,1,,,,1,
Ziad Jaziri,1,,,,1,
Ali Kaabi,1,1,,,,
Jawhar Mnari,1,,,,1,
Skander Souayah,1,,1,,,
Total,8,3,1,1,3,0
