Player,Goals,1990,2002,2006,2014,2018
Rónald Gómez,3,,2,1,,
Paulo Wanchope,3,,1,2,,
Bryan Ruiz,2,,,,2,
Joel Campbell,1,,,,1,
Juan Cayasso,1,1,,,,
Óscar Duarte,1,,,,1,
Róger Flores,1,1,,,,
Rónald González,1,1,,,,
Hernán Medford,1,1,,,,
Winston Parks,1,,1,,,
Marco Ureña,1,,,,1,
Mauricio Wright,1,,1,,,
Total,17,4,5,3,5,0
