Player,Goals,1930,1970,1978,1982,2018
Teófilo Cubillas,10,,5,5,,
Alberto Gallardo,2,,2,,,
Roberto Challe,1,,1,,,
Héctor Chumpitaz,1,,1,,,
César Cueto,1,,,1,,
Luis de Souza Ferreira,1,1,,,,
Rubén Toribio Díaz,1,,,,1,
Guillermo La Rosa,1,,,,1,
José Velásquez,1,,,1,,
Total,19,1,9,7,2,0
