edition,round,score1,score2,team1,team2,url,venue,year,,,,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,1),Syria,Iran,1978_ARGENTINA_PR.htm,Damascus.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(0,0),Tunisia,Algeria,1978_ARGENTINA_PR.htm,Tunis.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,0,(0,0),Kenya,Egypt,1978_ARGENTINA_PR.htm,Nairobi.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(0,1),Venezuela,Uruguay,1978_ARGENTINA_PR.htm,Caracas.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,2,(0,1),Togo,Guinea,1978_ARGENTINA_PR.htm,Lomí©.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,2,(2,1),Ivory Coast,Congo,1978_ARGENTINA_PR.htm,Bouakí©.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(0,0),Uganda,Zambia,1978_ARGENTINA_PR.htm,Kampala.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,0,(0,0),Colombia,Brazil ,1978_ARGENTINA_PR.htm,Bogotíç.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(0,1),Ecuador,Peru ,1978_ARGENTINA_PR.htm,Quito.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,1),Colombia,Paraguay,1978_ARGENTINA_PR.htm,Bogotíç.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(0,0),Bolivia,Uruguay,1978_ARGENTINA_PR.htm,La_Paz.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,1),Ecuador,Chile,1978_ARGENTINA_PR.htm,Guayaquil.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(2,0),Guinea,Togo,1978_ARGENTINA_PR.htm,Conakry.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,3,(1,2),Congo,Ivory Coast,1978_ARGENTINA_PR.htm,Brazzaville.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Egypt,Kenya,1978_ARGENTINA_PR.htm,Cairo.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,2,(2,1),Zambia,Uganda,1978_ARGENTINA_PR.htm,Ndola.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(0,0),Singapore,Thailand,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,0,(0,0),Israel,South Korea,1978_ARGENTINA_PR.htm,Tel Aviv.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(1,0),Algeria,Tunisia,1978_ARGENTINA_PR.htm,Algiers.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,1,(0,1),China,Indonesia,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,6,4,(4,1),Malaysia,Thailand,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,2,(1,1),Singapore,China,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,0,(0,0),Indonesia,Malaysia,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(0,0),China,Thailand,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(0,0),Paraguay,Colombia,1978_ARGENTINA_PR.htm,Asuncií_n.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,3,(0,1),Venezuela,Bolivia,1978_ARGENTINA_PR.htm,Caracas.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(1,0),Chile,Peru ,1978_ARGENTINA_PR.htm,Santiago.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Singapore,Malaysia,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(1,0),Israel,Japan,1978_ARGENTINA_PR.htm,Tel Aviv.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,2,(3,1),Thailand,Indonesia,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(1,1),China,Malaysia,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,6,0,(4,0),Brazil ,Colombia,1978_ARGENTINA_PR.htm,Rio de Janeiro.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,0,(3,0),Indonesia,Singapore,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,2,(0,1),Japan,Israel,1978_ARGENTINA_PR.htm,Tel Aviv.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,2,(0,2),Bahrain,Kuwait,1978_ARGENTINA_PR.htm,Doha.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,0,(1,0),Peru ,Ecuador,1978_ARGENTINA_PR.htm,Lima.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),China,Singapore,1978_ARGENTINA_PR.htm,Singapore.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,0),Paraguay,Brazil ,1978_ARGENTINA_PR.htm,Asuncií_n.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(2,0),Bolivia,Venezuela,1978_ARGENTINA_PR.htm,La_Paz.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(1,0),Qatar,Bahrain,1978_ARGENTINA_PR.htm,Doha.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,0,(2,0),Australia,Taiwan,1978_ARGENTINA_PR.htm,Ba.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,2,(0,1),Qatar,Kuwait,1978_ARGENTINA_PR.htm,Doha.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,2,(1,1),Taiwan,Australia,1978_ARGENTINA_PR.htm,Ba.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(1,0),Uruguay,Venezuela,1978_ARGENTINA_PR.htm,Montevideo.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(1,0),Kuwait,Bahrain,1978_ARGENTINA_PR.htm,Doha.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,0,(1,0),Bahrain,Qatar,1978_ARGENTINA_PR.htm,Doha.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(1,0),Brazil ,Paraguay,1978_ARGENTINA_PR.htm,Rio de Janeiro.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,0,(2,0),Chile,Ecuador,1978_ARGENTINA_PR.htm,Santiago.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,1,(1,0),South Korea,Israel,1978_ARGENTINA_PR.htm,Seoul.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,6,0,(4,0),New Zealand,Taiwan,1978_ARGENTINA_PR.htm,Auckland.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,1,(3,0),Kuwait,Qatar,1978_ARGENTINA_PR.htm,Doha.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,6,(0,2),Taiwan,New Zealand,1978_ARGENTINA_PR.htm,Auckland.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,2,(0,1),Belgium,Netherlands,1978_ARGENTINA_PR.htm,Antwerpen.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(0,0),Peru ,Chile,1978_ARGENTINA_PR.htm,Lima.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,0,(0,0),Japan,South Korea,1978_ARGENTINA_PR.htm,Tokyo.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,2,(1,1),Uruguay,Bolivia,1978_ARGENTINA_PR.htm,Montevideo.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,1,(0,1),Australia,New Zealand,1978_ARGENTINA_PR.htm,Sydney.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,5,0,(1,0),England,Luxembourg ,1978_ARGENTINA_PR.htm,London.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Ireland,France,1978_ARGENTINA_PR.htm,Dublin.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,0,(1,0),Wales,Czechoslovakia,1978_ARGENTINA_PR.htm,Wrexham.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(1,1),New Zealand,Australia,1978_ARGENTINA_PR.htm,Auckland.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,0),Malta,Germany,1978_ARGENTINA_PR.htm,Valletta.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(0,0),South Korea,Japan,1978_ARGENTINA_PR.htm,Seoul.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(w.o.),Iran,Syria,1978_ARGENTINA_PR.htm,Shiraz.,1977,,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Romania ,Spain ,1978_ARGENTINA_PR_GD.htm#WC,78,I,2,BucureÅôti.,1977,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Austria,Turkey,1978_ARGENTINA_PR.htm,Wien.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(1,0),Iran,Saudi Arabia,1978_ARGENTINA_PR.htm,Shiraz.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(1,0),Russia,Greece,1978_ARGENTINA_PR.htm,Moskva.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,9,0,(5,0),Austria,Malta,1978_ARGENTINA_PR.htm,Salzburg.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(1,0),Hungary,Russia,1978_ARGENTINA_PR.htm,Budapest.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,2,(0,1),Denmark,Poland ,1978_ARGENTINA_PR.htm,KíŸbenhavn.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,2,(0,2),Yugoslavia ,Romania ,1978_ARGENTINA_PR.htm,Zagreb.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(0,0),Greece,Russia,1978_ARGENTINA_PR.htm,Thessaloní_kíÈ.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,3,(1,2),Cyprus,Poland ,1978_ARGENTINA_PR.htm,Lemesí_s.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(2,0),Russia,Hungary,1978_ARGENTINA_PR.htm,Tbilisi.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,1),Luxembourg ,Finland,1978_ARGENTINA_PR.htm,Luxembourg.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,0,(2,0),Hungary,Greece,1978_ARGENTINA_PR.htm,Budapest.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(1,0),Bulgaria,Ireland,1978_ARGENTINA_PR.htm,Sofija.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(0,0),Guinea,Tunisia,1978_ARGENTINA_PR.htm,Conakry.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,3,(0,1),Finland,Italy,1978_ARGENTINA_PR.htm,Helsinki.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(0,0),Sweden ,Switzerland ,1978_ARGENTINA_PR.htm,Stockholm.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Iceland,Northern Ireland,1978_ARGENTINA_PR.htm,Reykjaví_k.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,1,(1,1),Tunisia,Guinea,1978_ARGENTINA_PR.htm,Tunis.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,2,(0,1),China,Iran,1978_ARGENTINA_PR.htm,Hong Kong.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,0),China,South Korea,1978_ARGENTINA_PR.htm,Hong Kong.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,0,(0,0),South Korea,Iran,1978_ARGENTINA_PR.htm,Pusan.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(0,0),Brazil ,Peru ,1978_ARGENTINA_PR.htm,Cali.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,0,(3,0),Nigeria,Ivory Coast,1978_ARGENTINA_PR.htm,Lagos.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,0,(1,0),Australia,China,1978_ARGENTINA_PR.htm,Adelaide.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,8,0,(4,0),Brazil ,Bolivia,1978_ARGENTINA_PR.htm,Cali.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(1,0),Egypt,Zambia,1978_ARGENTINA_PR.htm,Cairo.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,5,0,(2,0),Peru ,Bolivia,1978_ARGENTINA_PR.htm,Cali.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,2,(1,0),Ivory Coast,Nigeria,1978_ARGENTINA_PR.htm,Bouakí©.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,0,(0,0),Zambia,Egypt,1978_ARGENTINA_PR.htm,Lusaka.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,0),Australia,Iran,1978_ARGENTINA_PR.htm,Melbourne.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(0,1),Australia,South Korea,1978_ARGENTINA_PR.htm,Sydney.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,1,(3,0),Netherlands,Iceland,1978_ARGENTINA_PR.htm,Nijmegen.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,0,(2,0),Belgium,Iceland,1978_ARGENTINA_PR.htm,Bruxelles.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(1,0),Norway,Sweden ,1978_ARGENTINA_PR.htm,Oslo.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,1,(2,0),Poland ,Denmark,1978_ARGENTINA_PR.htm,Chorzí_w.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(0,0),Northern Ireland,Iceland,1978_ARGENTINA_PR.htm,Belfast.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,1,(2,0),Scotland,Czechoslovakia,1978_ARGENTINA_PR.htm,Glasgow.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(1,1),Austria,Germany,1978_ARGENTINA_PR.htm,Wien.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,0,(0,0),Tunisia,Nigeria,1978_ARGENTINA_PR.htm,Tunis.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,3,(1,1),China,Kuwait,1978_ARGENTINA_PR.htm,Hong Kong.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,2,(2,1),Guatemala,Surinam,1978_ARGENTINA_PR.htm,Monterrey.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(1,0),El Salvador,Canada,1978_ARGENTINA_PR.htm,Monterrey.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,0,(1,0),Nigeria,Egypt,1978_ARGENTINA_PR.htm,Lagos.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,4,(1,2),Denmark,Portugal,1978_ARGENTINA_PR.htm,KíŸbenhavn.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,1,(1,0),Mexico ,Haiti ,1978_ARGENTINA_PR.htm,Mí©xico D.F.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(0,0),South Korea,Kuwait,1978_ARGENTINA_PR.htm,Seoul.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,2,(0,1),Luxembourg ,England,1978_ARGENTINA_PR.htm,Luxembourg.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(0,1),Germany,Austria,1978_ARGENTINA_PR.htm,Leipzig.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,0),Northern Ireland,Netherlands,1978_ARGENTINA_PR.htm,Belfast.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,0,(0,0),Ireland,Bulgaria,1978_ARGENTINA_PR.htm,Dublin.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,2,(0,0),Wales,Scotland,1978_ARGENTINA_PR.htm,Liverpool.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,1,(1,0),Mexico ,El Salvador,1978_ARGENTINA_PR.htm,Mí©xico D.F.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(1,1),Canada,Surinam,1978_ARGENTINA_PR.htm,Mí©xico D.F.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(2,0),Haiti ,Guatemala,1978_ARGENTINA_PR.htm,Monterrey.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,6,1,(3,0),Italy,Finland,1978_ARGENTINA_PR.htm,Torino.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,8,1,(3,1),Mexico ,Surinam,1978_ARGENTINA_PR.htm,Monterrey.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Haiti ,El Salvador,1978_ARGENTINA_PR.htm,Mí©xico D.F.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(2,0),Canada,Guatemala,1978_ARGENTINA_PR.htm,Mí©xico D.F.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,2,(0,1),Australia,Kuwait,1978_ARGENTINA_PR.htm,Sydney.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,1,(1,1),Mexico ,Guatemala,1978_ARGENTINA_PR.htm,Mí©xico D.F.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,2,(1,0),El Salvador,Surinam,1978_ARGENTINA_PR.htm,Monterrey.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(0,0),Canada,Haiti ,1978_ARGENTINA_PR.htm,Monterrey.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,1,(2,0),Egypt,Nigeria,1978_ARGENTINA_PR.htm,Cairo.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,1,(2,1),Mexico ,Canada,1978_ARGENTINA_PR.htm,Monterrey.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Haiti ,Surinam,1978_ARGENTINA_PR.htm,Mí©xico D.F.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,2,(0,1),Guatemala,El Salvador,1978_ARGENTINA_PR.htm,Mí©xico D.F.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,0,(0,0),South Korea,Australia,1978_ARGENTINA_PR.htm,Seoul.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Netherlands,Belgium,1978_ARGENTINA_PR.htm,Amsterdam.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(0,0),Spain ,Romania ,1978_ARGENTINA_PR_GD.htm#WC,78,I,3,Madrid.,1977,,,
1978,ARGENTINA,PRELIMINARY,1,0,(0,0),Iran,Kuwait,1978_ARGENTINA_PR.htm,Tehran.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,1,(1,0),Poland ,Portugal,1978_ARGENTINA_PR.htm,Chorzí_w.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,9,0,(3,0),Germany,Malta,1978_ARGENTINA_PR.htm,Potsdam.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,6,0,(5,0),Hungary,Bolivia,1978_ARGENTINA_PR.htm,Budapest.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,0),Turkey,Austria,1978_ARGENTINA_PR.htm,ÛÁzmir.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Switzerland ,Norway,1978_ARGENTINA_PR.htm,Bern.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,5,(0,3),China,Australia,1978_ARGENTINA_PR.htm,Hong Kong.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,2,(0,1),Kuwait,South Korea,1978_ARGENTINA_PR.htm,Kuwait.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,2,(0,1),Iran,South Korea,1978_ARGENTINA_PR.htm,Tehran.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,0),Nigeria,Tunisia,1978_ARGENTINA_PR.htm,Lagos.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,0,(3,0),Kuwait,China,1978_ARGENTINA_PR.htm,Kuwait.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,6,(3,2),Romania ,Yugoslavia ,1978_ARGENTINA_PR.htm,BucureÅôti.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,0,(2,0),Portugal,Cyprus,1978_ARGENTINA_PR.htm,Faro.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,2,0,(1,0),England,Italy,1978_ARGENTINA_PR.htm,London.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,2,(0,1),Turkey,Germany,1978_ARGENTINA_PR.htm,ÛÁzmir.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,0,(1,0),Northern Ireland,Belgium,1978_ARGENTINA_PR.htm,Belfast.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,1,(1,0),France,Bulgaria,1978_ARGENTINA_PR.htm,Paris.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(1,0),Czechoslovakia,Wales,1978_ARGENTINA_PR.htm,Praha.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,0,(3,0),Iran,China,1978_ARGENTINA_PR.htm,Tehran.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(0,0),Kuwait,Australia,1978_ARGENTINA_PR.htm,Kuwait.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,2,(1,0),Egypt,Tunisia,1978_ARGENTINA_PR.htm,Cairo.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,0,(0,0),Iran,Australia,1978_ARGENTINA_PR.htm,Tehran.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,3,(0,2),Malta,Turkey,1978_ARGENTINA_PR.htm,Valletta.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,0,1,(0,0),Yugoslavia ,Spain ,1978_ARGENTINA_PR_GD.htm#WC,78,I,4,Beograd.,1977,,,
1978,ARGENTINA,PRELIMINARY,2,3,(1,2),Bolivia,Hungary,1978_ARGENTINA_PR.htm,La_Paz.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,3,0,(2,0),Italy,Luxembourg ,1978_ARGENTINA_PR.htm,Roma.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,1,2,(1,0),Kuwait,Iran,1978_ARGENTINA_PR.htm,Kuwait.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,5,2,(2,0),South Korea,China,1978_ARGENTINA_PR.htm,Seoul.,1977,,,,,,
1978,ARGENTINA,PRELIMINARY,4,1,(2,0),Tunisia,Egypt,1978_ARGENTINA_PR.htm,Tunis.,1977,,,,,,
1978,ARGENTINA,GROUP_STAGE,0,0,(0,0),Germany,Poland ,1978_ARGENTINA_FS.htm#277,WC,78,I,Buenos Aires.,1978,,,
1978,ARGENTINA,GROUP_STAGE,2,1,(1,1),Italy,France,1978_ARGENTINA_FS.htm#271,WC,78,I,Mar_del_Plata.,1978,,,
1978,ARGENTINA,GROUP_STAGE,3,1,(0,1),Tunisia,Mexico ,1978_ARGENTINA_FS.htm#278,WC,78,I,Rosario.,1978,,,
1978,ARGENTINA,GROUP_STAGE,2,1,(1,1),Argentina,Hungary,1978_ARGENTINA_FS.htm#272,WC,78,I,Buenos Aires.,1978,,,
1978,ARGENTINA,GROUP_STAGE,2,1,(1,1),Austria,Spain ,1978_ARGENTINA_FS.htm#283,WC,78,I,Buenos Aires.,1978,,,
1978,ARGENTINA,GROUP_STAGE,1,1,(1,1),Sweden ,Brazil ,1978_ARGENTINA_FS.htm#284,WC,78,I,Mar_del_Plata.,1978,,,
1978,ARGENTINA,GROUP_STAGE,3,1,(1,1),Peru ,Scotland,1978_ARGENTINA_FS.htm#289,WC,78,I,Cí_rdoba.,1978,,,
1978,ARGENTINA,GROUP_STAGE,3,0,(1,0),Netherlands,Iran,1978_ARGENTINA_FS.htm#290,WC,78,I,Mendoza.,1978,,,
1978,ARGENTINA,GROUP_STAGE,3,1,(2,0),Italy,Hungary,1978_ARGENTINA_FS.htm#273,WC,78,I,Mar_del_Plata.,1978,,,
1978,ARGENTINA,GROUP_STAGE,6,0,(4,0),Germany,Mexico ,1978_ARGENTINA_FS.htm#279,WC,78,I,Cí_rdoba.,1978,,,
1978,ARGENTINA,GROUP_STAGE,1,0,(1,0),Poland ,Tunisia,1978_ARGENTINA_FS.htm#280,WC,78,I,Rosario.,1978,,,
1978,ARGENTINA,GROUP_STAGE,2,1,(1,0),Argentina,France,1978_ARGENTINA_FS.htm#274,WC,78,I,Buenos Aires.,1978,,,
1978,ARGENTINA,GROUP_STAGE,1,0,(1,0),Austria,Sweden ,1978_ARGENTINA_FS.htm#285,WC,78,I,Buenos Aires.,1978,,,
1978,ARGENTINA,GROUP_STAGE,0,0,(0,0),Brazil ,Spain ,1978_ARGENTINA_FS.htm#286,WC,78,I,Mar_del_Plata.,1978,,,
1978,ARGENTINA,GROUP_STAGE,1,1,(1,0),Scotland,Iran,1978_ARGENTINA_FS.htm#291,WC,78,I,Cí_rdoba.,1978,,,
1978,ARGENTINA,GROUP_STAGE,0,0,(0,0),Netherlands,Peru ,1978_ARGENTINA_FS.htm#292,WC,78,I,Mendoza.,1978,,,
1978,ARGENTINA,GROUP_STAGE,3,1,(3,1),France,Hungary,1978_ARGENTINA_FS.htm#275,WC,78,I,Mar_del_Plata.,1978,,,
1978,ARGENTINA,GROUP_STAGE,0,0,(0,0),Germany,Tunisia,1978_ARGENTINA_FS.htm#281,WC,78,I,Cí_rdoba.,1978,,,
1978,ARGENTINA,GROUP_STAGE,3,1,(1,0),Poland ,Mexico ,1978_ARGENTINA_FS.htm#282,WC,78,I,Rosario.,1978,,,
1978,ARGENTINA,GROUP_STAGE,1,0,(0,0),Italy,Argentina,1978_ARGENTINA_FS.htm#276,WC,78,I,Buenos Aires.,1978,,,
1978,ARGENTINA,GROUP_STAGE,1,0,(0,0),Spain ,Sweden ,1978_ARGENTINA_FS.htm#287,WC,78,I,Buenos Aires.,1978,,,
1978,ARGENTINA,GROUP_STAGE,1,0,(1,0),Brazil ,Austria,1978_ARGENTINA_FS.htm#288,WC,78,I,Mar_del_Plata.,1978,,,
1978,ARGENTINA,GROUP_STAGE,4,1,(3,1),Peru ,Iran,1978_ARGENTINA_FS.htm#293,WC,78,I,Cí_rdoba.,1978,,,
1978,ARGENTINA,GROUP_STAGE,3,2,(1,1),Scotland,Netherlands,1978_ARGENTINA_FS.htm#294,WC,78,I,Mendoza.,1978,,,
1978,ARGENTINA,SEMIFINAL_STAGE,5,1,(3,0),Netherlands,Austria,1978_ARGENTINA_FS.htm#295,WC,78,II,Cí_rdoba.,1978,,,
1978,ARGENTINA,SEMIFINAL_STAGE,0,0,(0,0),Germany,Italy,1978_ARGENTINA_FS.htm#296,WC,78,II,Buenos Aires.,1978,,,
